Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Neighborhood,Type,City
75000000.0,1,1,1,4,4,4,Ikate,Terraced Duplex,Lekki
102000000.0,0,1,0,4,4,5,Ikate,Semi Detached Duplex,Lekki
75000000.0,1,0,0,4,5,6,Ikota,Semi Detached Duplex,Lekki
115000000.0,0,0,0,5,5,6,Lekki Phase 2,Semi Detached Duplex,Lekki
100000000.0,0,1,0,4,4,5,Ikota,Detached Duplex,Lekki
72000000.0,0,0,0,4,4,5,Allen Avenue,Semi Detached Duplex,Ikeja
70000000.0,1,1,0,3,3,4,Other Lekki,Detached Duplex,Lekki
70000000.0,1,1,0,4,4,5,Osapa London,Terraced Duplex,Lekki
320000000.0,0,0,0,5,5,6,GRA,Detached Duplex,Ikeja
120000000.0,1,0,1,5,5,6,Agungi,Detached Duplex,Lekki
165000000.0,0,1,1,5,5,6,Lekki Phase 1,Semi Detached Duplex,Lekki
145000000.0,0,1,0,4,4,5,Other Lekki,Detached Duplex,Lekki
260000000.0,0,0,0,4,4,5,Other Ikoyi,Terraced Duplex,Ikoyi
32750000.0,0,0,0,3,4,4,Other Lekki,Terraced Duplex,Lekki
175000000.0,0,0,1,4,4,5,Lekki Phase 1,Terraced Duplex,Lekki
155000000.0,0,0,0,5,6,6,Oniru,Terraced Duplex,Victoria Island
75000000.0,1,1,0,4,4,5,Osapa London,Terraced Duplex,Lekki
60000000.0,0,0,0,4,4,6,Ikota,Semi Detached Duplex,Lekki
90000000.0,1,1,1,4,5,5,Ologolo,Detached Duplex,Lekki
68000000.0,0,0,0,4,5,5,Omole,Detached Duplex,Ikeja
120000000.0,0,0,0,4,4,5,Chevron,Detached Duplex,Lekki
47000000.0,0,1,0,4,4,5,Chevron,Detached Duplex,Lekki
270000000.0,0,1,0,5,5,5,GRA,Detached Duplex,Ikeja
77000000.0,1,1,1,5,5,6,Ikota,Detached Duplex,Lekki
65000000.0,1,1,0,4,4,5,Chevron,Detached Duplex,Lekki
86000000.0,0,0,0,4,4,5,Osapa London,Detached Duplex,Lekki
450000000.0,0,0,0,6,6,7,Other Ikeja,Detached Duplex,Ikeja
60000000.0,0,1,0,4,4,4,Ikota,Detached Duplex,Lekki
420000000.0,0,1,0,9,9,9,Other Lekki,Detached Duplex,Lekki
90000000.0,0,0,0,5,5,7,GRA,Detached Duplex,Ikeja
190000000.0,1,1,1,6,7,7,Airport Road,Detached Duplex,Ikeja
47000000.0,0,0,0,4,4,5,Victoria Garden City,Semi Detached Duplex,Lekki
70000000.0,0,0,0,4,4,5,Ologolo,Semi Detached Duplex,Lekki
85000000.0,0,0,0,4,5,5,Ikate,Detached Duplex,Lekki
40000000.0,0,1,0,2,2,3,Chevron,Detached Duplex,Lekki
55000000.0,0,0,1,4,4,5,Other Lekki,Terraced Duplex,Lekki
60000000.0,0,1,1,4,4,5,Victoria Garden City,Terraced Duplex,Lekki
56000000.0,0,0,0,5,5,6,Chevron,Detached Duplex,Lekki
48000000.0,0,1,0,4,6,6,Ikota,Semi Detached Duplex,Lekki
250000000.0,0,0,0,10,8,9,Opebi,Terraced Duplex,Ikeja
110000000.0,0,0,1,4,5,5,Ikate,Detached Duplex,Lekki
80000000.0,1,1,0,4,4,5,Other Lekki,Semi Detached Duplex,Lekki
115000000.0,1,1,0,4,4,4,Oniru,Detached Duplex,Victoria Island
220000000.0,0,1,0,4,4,4,Lekki Phase 1,Detached Duplex,Lekki
38000000.0,0,1,1,4,4,4,Ikota,Terraced Duplex,Lekki
32000000.0,0,0,0,3,3,4,Ikate,Detached Duplex,Lekki
38990000.0,1,1,0,4,5,5,Ikate,Detached Duplex,Lekki
150000000.0,0,0,1,5,5,6,Osapa London,Semi Detached Duplex,Lekki
190000000.0,1,1,0,5,6,6,Chevron,Detached Duplex,Lekki
90000000.0,0,0,0,5,5,6,Chevron,Semi Detached Duplex,Lekki
120000000.0,0,1,1,5,6,6,Other Lekki,Detached Duplex,Lekki
65000000.0,0,0,0,4,4,5,Chevron,Terraced Duplex,Lekki
76000000.0,0,0,0,4,4,5,Chevron,Detached Duplex,Lekki
45000000.0,0,0,0,4,4,5,Victoria Garden City,Terraced Duplex,Lekki
65000000.0,0,0,1,4,4,4,Lekki Phase 1,Semi Detached Duplex,Lekki
97000000.0,0,1,1,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
80000000.0,0,0,0,4,4,4,Other Lekki,Terraced Duplex,Lekki
135000000.0,0,1,0,4,4,5,Ikate,Detached Duplex,Lekki
84000000.0,1,1,0,4,4,4,Lekki Phase 2,Semi Detached Duplex,Lekki
350000000.0,0,0,0,5,6,7,Osapa London,Detached Duplex,Lekki
500000000.0,0,0,0,5,5,6,GRA,Detached Duplex,Ikeja
65000000.0,0,0,1,5,6,6,Victoria Garden City,Detached Duplex,Lekki
66000000.0,0,0,0,4,4,5,Chevron,Detached Duplex,Lekki
65000000.0,0,0,0,4,4,4,Osapa London,Semi Detached Duplex,Lekki
90000000.0,1,0,0,4,4,5,Osapa London,Terraced Duplex,Lekki
450000000.0,0,1,0,5,5,6,Old Ikoyi,Detached Duplex,Ikoyi
220000000.0,0,0,0,5,5,6,Onikoyi,Detached Duplex,Ikoyi
270000000.0,1,1,0,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
130000000.0,0,1,0,3,3,4,Other Victoria Island,Terraced Duplex,Victoria Island
230000000.0,0,1,0,4,4,6,Lekki Phase 1,Semi Detached Duplex,Lekki
78000000.0,0,1,0,4,4,5,Lekki Phase 2,Detached Duplex,Lekki
80000000.0,0,0,0,4,4,5,GRA,Detached Duplex,Ikeja
175000000.0,0,1,0,5,5,6,Chevron,Detached Duplex,Lekki
125000000.0,0,0,0,4,5,5,Victoria Island Extension,Detached Duplex,Victoria Island
40000000.0,0,0,0,4,4,5,Chevron,Terraced Duplex,Lekki
65000000.0,0,1,0,5,6,6,Other Lekki,Detached Duplex,Lekki
95000000.0,1,1,1,5,5,5,Chevron,Detached Duplex,Lekki
245000000.0,0,1,0,5,5,5,Lekki Phase 1,Semi Detached Duplex,Lekki
85000000.0,0,1,1,7,7,7,Chevron,Detached Duplex,Lekki
160000000.0,0,0,0,5,5,6,Omole,Detached Duplex,Ikeja
75000000.0,0,1,0,5,6,6,Ikota,Detached Duplex,Lekki
155000000.0,1,1,0,5,5,5,Ikate,Detached Duplex,Lekki
170000000.0,0,0,1,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
75000000.0,0,1,0,5,4,5,Agungi,Semi Detached Duplex,Lekki
110000000.0,0,1,1,5,5,6,Adeniyi Jones,Detached Duplex,Ikeja
170000000.0,0,1,0,5,6,6,Other Lekki,Detached Duplex,Lekki
79000000.0,0,1,0,4,4,5,Osapa London,Terraced Duplex,Lekki
95000000.0,0,0,0,4,4,5,Agungi,Terraced Duplex,Lekki
190000000.0,0,1,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
255000000.0,0,0,0,5,5,6,Osapa London,Detached Duplex,Lekki
120000000.0,0,1,1,5,6,6,Chevron,Detached Duplex,Lekki
110000000.0,1,0,0,4,4,5,Osapa London,Semi Detached Duplex,Lekki
350000000.0,0,0,0,5,5,6,GRA,Detached Duplex,Ikeja
130000000.0,0,1,1,6,6,6,GRA,Semi Detached Duplex,Ikeja
500000000.0,0,1,0,5,5,6,Banana Island,Detached Duplex,Ikoyi
120000000.0,0,0,0,4,4,5,Adeniyi Jones,Terraced Duplex,Ikeja
95000000.0,0,1,1,4,4,5,Agungi,Detached Duplex,Lekki
390000000.0,0,0,0,4,4,5,Other Lekki,Detached Duplex,Lekki
230000000.0,1,1,0,5,5,6,Osapa London,Detached Duplex,Lekki
77000000.0,0,0,0,4,4,5,Ikota,Semi Detached Duplex,Lekki
115000000.0,0,0,0,4,4,5,Other Lekki,Terraced Duplex,Lekki
95000000.0,0,1,0,4,5,5,Osapa London,Detached Duplex,Lekki
125000000.0,0,0,0,4,4,5,Oniru,Semi Detached Duplex,Victoria Island
79500000.0,1,1,0,5,5,6,Lekki Phase 2,Detached Duplex,Lekki
63000000.0,0,1,0,4,4,5,Ikota,Semi Detached Duplex,Lekki
69990000.0,1,1,0,5,5,6,Ikate,Detached Duplex,Lekki
60000000.0,0,1,0,4,4,5,Victoria Garden City,Terraced Duplex,Lekki
70000000.0,0,1,0,5,5,4,Other Lekki,Detached Duplex,Lekki
73000000.0,1,1,0,4,4,5,Ologolo,Detached Duplex,Lekki
230000000.0,0,0,0,4,4,5,Other Victoria Island,Detached Duplex,Victoria Island
79000000.0,1,0,0,4,4,5,Foreshore,Detached Duplex,Ikoyi
89000000.0,0,0,0,5,5,6,Chevron,Detached Duplex,Lekki
250000000.0,0,0,0,5,5,6,Other Victoria Island,Semi Detached Duplex,Victoria Island
60000000.0,0,1,0,4,4,5,Osapa London,Terraced Duplex,Lekki
36000000.0,0,0,0,3,0,0,Ikota,Detached Duplex,Lekki
46000000.0,0,0,0,3,3,4,Other Lekki,Terraced Duplex,Lekki
80000000.0,1,1,1,4,4,4,Other Lekki,Semi Detached Duplex,Lekki
95000000.0,0,0,0,5,6,6,Osapa London,Detached Duplex,Lekki
80000000.0,0,0,0,5,5,5,Adeniyi Jones,Detached Duplex,Ikeja
65000000.0,0,1,1,3,3,4,Ikate,Terraced Duplex,Lekki
265000000.0,0,0,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
180000000.0,1,1,1,4,4,5,Other Ikoyi,Detached Duplex,Ikoyi
80000000.0,0,0,1,5,5,5,Chevron,Detached Duplex,Lekki
165000000.0,0,1,0,5,5,6,Osapa London,Detached Duplex,Lekki
110000000.0,0,1,0,4,5,6,Other Lekki,Semi Detached Duplex,Lekki
48000000.0,0,0,0,4,4,5,Other Ikeja,Detached Duplex,Ikeja
67000000.0,0,0,0,4,5,5,Lekki Phase 1,Detached Duplex,Lekki
110000000.0,0,0,0,5,5,6,Ikate,Terraced Duplex,Lekki
160000000.0,1,1,0,5,7,7,Lekki Phase 2,Detached Duplex,Lekki
80000000.0,0,1,0,5,6,6,Osapa London,Detached Duplex,Lekki
165000000.0,0,1,1,4,4,5,GRA,Semi Detached Duplex,Ikeja
75000000.0,0,1,1,4,5,5,Osapa London,Detached Duplex,Lekki
80000000.0,0,0,0,5,5,6,Osapa London,Semi Detached Duplex,Lekki
180000000.0,0,0,1,5,5,6,Ikate,Detached Duplex,Lekki
78000000.0,0,0,0,4,4,4,Agungi,Terraced Duplex,Lekki
50000000.0,0,0,0,4,5,5,Lekki Phase 2,Terraced Duplex,Lekki
60000000.0,0,0,0,4,4,5,Ikota,Semi Detached Duplex,Lekki
220000000.0,0,0,0,5,4,4,Lekki Phase 1,Detached Duplex,Lekki
210000000.0,0,1,0,4,4,5,Foreshore,Terraced Duplex,Ikoyi
75000000.0,1,0,0,4,4,5,Lekki Phase 2,Detached Duplex,Lekki
38000000.0,1,1,1,3,3,4,Lekki Phase 2,Detached Duplex,Lekki
47000000.0,0,0,0,4,5,5,Lekki Phase 1,Detached Duplex,Lekki
160000000.0,0,0,0,4,4,5,Other Ikoyi,Detached Duplex,Ikoyi
40000000.0,0,0,0,4,4,5,Alausa,Detached Duplex,Ikeja
115000000.0,1,1,0,4,4,5,Ikate,Terraced Duplex,Lekki
280000000.0,1,1,0,5,6,6,Oniru,Detached Duplex,Victoria Island
125000000.0,1,1,0,5,5,6,Agungi,Detached Duplex,Lekki
75000000.0,0,0,0,4,5,5,Other Lekki,Semi Detached Duplex,Lekki
300000000.0,0,0,0,5,5,6,Other Lekki,Semi Detached Duplex,Lekki
260000000.0,0,1,0,5,5,6,Ikota,Detached Duplex,Lekki
35000000.0,1,0,0,4,4,5,Other Lekki,Detached Duplex,Lekki
110000000.0,0,0,0,4,5,4,Other Ikoyi,Detached Duplex,Ikoyi
175000000.0,0,1,0,5,5,5,Lekki Phase 1,Detached Duplex,Lekki
95000000.0,0,1,0,4,4,4,Other Lekki,Detached Duplex,Lekki
115000000.0,0,1,0,4,5,5,Ikota,Detached Duplex,Lekki
120000000.0,0,1,0,4,5,5,Banana Island,Detached Duplex,Ikoyi
220000000.0,0,1,0,4,4,4,Ikate,Semi Detached Duplex,Lekki
115000000.0,0,0,0,4,4,5,Chevron,Detached Duplex,Lekki
75000000.0,0,0,0,5,4,5,Osapa London,Detached Duplex,Lekki
59000000.0,0,1,1,4,6,6,Osapa London,Detached Duplex,Lekki
85000000.0,0,0,0,4,5,4,Osapa London,Semi Detached Duplex,Lekki
57000000.0,0,0,0,4,4,5,Osapa London,Terraced Duplex,Lekki
45000000.0,1,0,0,3,0,0,Chevron,Detached Duplex,Lekki
330000000.0,1,1,1,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
500000000.0,0,1,1,5,5,6,Osapa London,Detached Duplex,Lekki
50000000.0,0,1,0,4,4,5,Victoria Garden City,Semi Detached Duplex,Lekki
155000000.0,0,1,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
40000000.0,0,0,0,4,4,5,Lekki Phase 1,Terraced Duplex,Lekki
140000000.0,0,1,1,5,5,6,Chevron,Detached Duplex,Lekki
220000000.0,1,0,0,4,3,4,Foreshore,Semi Detached Duplex,Ikoyi
240000000.0,0,0,0,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
97000000.0,0,0,0,4,4,4,Other Ikeja,Semi Detached Duplex,Ikeja
375000000.0,0,0,0,4,4,4,Lekki Phase 1,Detached Duplex,Lekki
200000000.0,0,1,1,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
75000000.0,1,1,1,4,4,4,Adeniyi Jones,Terraced Duplex,Ikeja
68000000.0,1,1,0,4,4,5,Other Lekki,Detached Duplex,Lekki
30000000.0,0,1,0,4,4,5,Ikate,Terraced Duplex,Lekki
90000000.0,0,0,0,4,4,5,Opebi,Semi Detached Duplex,Ikeja
95000000.0,0,1,0,4,4,4,Ikate,Terraced Duplex,Lekki
52000000.0,0,1,0,4,4,5,Other Lekki,Detached Duplex,Lekki
250000000.0,0,1,0,5,5,6,Osapa London,Detached Duplex,Lekki
400000000.0,1,1,0,5,6,7,Ikate,Semi Detached Duplex,Lekki
195000000.0,0,1,1,6,6,7,Lekki Phase 1,Detached Duplex,Lekki
100000000.0,0,0,0,4,4,5,Ikota,Detached Duplex,Lekki
73000000.0,0,1,0,4,5,5,Ikota,Detached Duplex,Lekki
185000000.0,0,1,0,5,5,6,Lekki Phase 2,Detached Duplex,Lekki
160000000.0,0,1,1,5,5,6,Lekki Phase 1,Detached Duplex,Lekki
58000000.0,0,0,0,4,4,4,Osapa London,Detached Duplex,Lekki
55000000.0,0,1,0,4,5,5,Ologolo,Semi Detached Duplex,Lekki
60000000.0,0,0,0,4,4,5,Other Lekki,Semi Detached Duplex,Lekki
55000000.0,0,1,1,4,5,5,Other Lekki,Semi Detached Duplex,Lekki
200000000.0,0,0,0,3,0,0,Allen Avenue,Detached Duplex,Ikeja
80000000.0,0,1,0,5,2,6,Chevron,Detached Duplex,Lekki
90000000.0,0,0,0,4,4,4,Other Lekki,Semi Detached Duplex,Lekki
80000000.0,0,1,0,5,5,6,Lekki Phase 2,Semi Detached Duplex,Lekki
55500000.0,0,0,1,4,4,5,Other Lekki,Detached Duplex,Lekki
65000000.0,1,1,1,4,4,4,Lekki Phase 2,Terraced Duplex,Lekki
70000000.0,0,0,0,4,4,5,Ikota,Semi Detached Duplex,Lekki
95000000.0,1,0,0,3,3,4,Lekki Phase 1,Detached Duplex,Lekki
85000000.0,0,1,0,5,6,6,Opebi,Terraced Duplex,Ikeja
55000000.0,0,1,0,3,3,4,Other Lekki,Detached Duplex,Lekki
125000000.0,1,0,1,5,6,6,Chevron,Detached Duplex,Lekki
170000000.0,0,0,0,5,5,6,Ikota,Detached Duplex,Lekki
120000000.0,0,1,1,5,6,6,Ikota,Detached Duplex,Lekki
500000000.0,0,0,0,6,6,7,GRA,Detached Duplex,Ikeja
35000000.0,0,0,0,3,3,3,Lekki Phase 1,Detached Duplex,Lekki
165000000.0,0,1,0,4,4,5,Lekki Phase 1,Detached Duplex,Lekki
165000000.0,0,0,0,5,5,6,Lekki Phase 1,Terraced Duplex,Lekki
120000000.0,0,0,0,4,4,5,Oniru,Detached Duplex,Victoria Island
51000000.0,0,1,0,4,10,10,Chevron,Detached Duplex,Lekki
58000000.0,0,1,0,5,6,6,Chevron,Detached Duplex,Lekki
45000000.0,0,0,0,4,3,5,Allen Avenue,Terraced Duplex,Ikeja
170000000.0,0,0,0,5,5,5,Chevron,Detached Duplex,Lekki
240000000.0,0,0,0,4,4,5,Other Ikoyi,Terraced Duplex,Ikoyi
150000000.0,0,0,1,5,5,5,Adeniyi Jones,Detached Duplex,Ikeja
180000000.0,1,1,0,4,4,4,Lekki Phase 1,Detached Duplex,Lekki
300000000.0,0,0,1,4,4,5,Lekki Phase 1,Detached Duplex,Lekki
80000000.0,0,1,0,4,5,5,Other Lekki,Detached Duplex,Lekki
90000000.0,0,1,0,5,5,6,Other Lekki,Detached Duplex,Lekki
65000000.0,0,1,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
60000000.0,1,1,0,4,4,5,Chevron,Terraced Duplex,Lekki
230000000.0,0,1,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
138000000.0,0,1,0,4,4,5,Awolowo Way,Detached Duplex,Ikeja
200000000.0,0,0,0,4,4,5,Lekki Phase 1,Semi Detached Duplex,Lekki
80000000.0,0,1,1,4,5,6,Chevron,Detached Duplex,Lekki
125000000.0,0,1,0,5,6,7,Osapa London,Detached Duplex,Lekki
210000000.0,0,1,0,4,5,5,Awolowo Way,Semi Detached Duplex,Ikeja
170000000.0,0,0,0,4,4,4,Other Ikoyi,Detached Duplex,Ikoyi
50000000.0,0,1,0,4,4,5,Ologolo,Semi Detached Duplex,Lekki
190000000.0,0,0,0,4,4,5,Other Lekki,Detached Duplex,Lekki
37000000.0,0,1,0,4,4,5,Ikota,Detached Duplex,Lekki
36000000.0,0,1,0,3,3,4,Victoria Garden City,Terraced Duplex,Lekki
45000000.0,0,1,0,4,5,6,Ikota,Semi Detached Duplex,Lekki
270000000.0,0,1,0,5,5,5,Ikota,Detached Duplex,Lekki
50000000.0,0,0,0,4,4,5,Other Victoria Island,Terraced Duplex,Victoria Island
95000000.0,0,0,0,4,4,5,Ikota,Detached Duplex,Lekki
70000000.0,0,0,0,4,4,4,Chevron,Semi Detached Duplex,Lekki
155000000.0,0,1,0,5,5,5,Ikate,Detached Duplex,Lekki
60000000.0,0,1,0,3,0,0,Other Lekki,Terraced Duplex,Lekki
350000000.0,0,0,0,4,4,5,Onikoyi,Terraced Duplex,Ikoyi
75000000.0,0,1,1,4,5,6,Ikate,Semi Detached Duplex,Lekki
250000000.0,0,1,0,5,6,6,Lekki Phase 1,Detached Duplex,Lekki
170000000.0,0,1,1,5,5,6,Chevron,Detached Duplex,Lekki
80000000.0,0,0,0,5,5,6,Other Lekki,Detached Duplex,Lekki
78000000.0,0,0,0,4,4,4,Ikota,Semi Detached Duplex,Lekki
65000000.0,0,1,1,4,4,5,Agungi,Semi Detached Duplex,Lekki
195000000.0,0,0,0,4,4,4,Other Lekki,Terraced Duplex,Lekki
80000000.0,0,0,1,4,3,3,Other Lekki,Semi Detached Duplex,Lekki
95000000.0,1,1,0,4,4,5,Oniru,Terraced Duplex,Victoria Island
70000000.0,0,1,0,5,5,5,Ikota,Detached Duplex,Lekki
110000000.0,0,1,0,5,5,6,Victoria Garden City,Detached Duplex,Lekki
55000000.0,0,1,0,4,6,6,Ikota,Semi Detached Duplex,Lekki
135000000.0,0,1,0,6,6,6,Adeniyi Jones,Detached Duplex,Ikeja
150000000.0,0,1,0,4,4,5,Chevron,Detached Duplex,Lekki
50000000.0,0,0,0,4,4,4,Opebi,Terraced Duplex,Ikeja
270000000.0,0,0,0,5,5,6,Other Victoria Island,Detached Duplex,Victoria Island
450000000.0,0,1,0,6,6,6,Osapa London,Detached Duplex,Lekki
85000000.0,0,1,0,4,5,4,Osapa London,Semi Detached Duplex,Lekki
34000000.0,0,1,0,3,4,4,Victoria Garden City,Terraced Duplex,Lekki
80000000.0,0,1,0,4,4,5,Osapa London,Terraced Duplex,Lekki
65000000.0,0,0,1,5,5,6,Ikota,Detached Duplex,Lekki
150000000.0,0,0,0,4,4,5,Old Ikoyi,Detached Duplex,Ikoyi
80000000.0,0,0,0,3,3,4,Victoria Island Extension,Detached Duplex,Victoria Island
140000000.0,0,0,0,5,5,6,Allen Avenue,Detached Duplex,Ikeja
50000000.0,1,1,0,4,6,6,Chevron,Semi Detached Duplex,Lekki
155000000.0,0,1,0,5,5,6,Ikota,Detached Duplex,Lekki
260000000.0,0,0,0,5,5,6,Osapa London,Detached Duplex,Lekki
34000000.0,0,0,0,3,3,3,Lekki Phase 1,Detached Duplex,Lekki
75000000.0,0,1,0,4,6,7,Ologolo,Semi Detached Duplex,Lekki
43000000.0,0,0,0,3,0,0,Lekki Phase 2,Terraced Duplex,Lekki
140000000.0,0,1,0,4,4,5,Osapa London,Semi Detached Duplex,Lekki
38000000.0,1,0,0,2,2,3,Osapa London,Terraced Duplex,Lekki
90000000.0,0,0,0,4,4,4,Adeniyi Jones,Detached Duplex,Ikeja
130000000.0,0,0,0,5,6,7,Victoria Garden City,Detached Duplex,Lekki
85000000.0,0,0,0,4,4,5,Allen Avenue,Detached Duplex,Ikeja
